# JMH version: 1.37
# VM version: JDK 17.0.12, Java HotSpot(TM) 64-Bit Server VM, 17.0.12+8-LTS-286
# VM invoker: C:\Program Files\Java\jdk-17\bin\java.exe
# VM options: -ea -Dfile.encoding=UTF-8 -XX:+ShowCodeDetailsInExceptionMessages
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 15 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: benchmark.PasswordUtilityBenchmark.testHashPassword
# Parameters: (passwordToTest = 123456)

# Run progress: 0,00% complete, ETA 00:03:40
# Fork: 1 of 2
# Warmup Iteration   1: 221,074 ns/op
# Warmup Iteration   2: 191,853 ns/op
# Warmup Iteration   3: 189,566 ns/op
# Warmup Iteration   4: 189,657 ns/op
# Warmup Iteration   5: 190,378 ns/op
# Warmup Iteration   6: 189,150 ns/op
# Warmup Iteration   7: 190,063 ns/op
# Warmup Iteration   8: 189,418 ns/op
# Warmup Iteration   9: 189,795 ns/op
# Warmup Iteration  10: 189,493 ns/op
# Warmup Iteration  11: 189,487 ns/op
# Warmup Iteration  12: 189,453 ns/op
# Warmup Iteration  13: 189,195 ns/op
# Warmup Iteration  14: 188,980 ns/op
# Warmup Iteration  15: 189,781 ns/op
# Warmup Iteration   6: 191,699 ns/op
# Warmup Iteration   7: 190,709 ns/op
# Warmup Iteration   8: 192,085 ns/op
# Warmup Iteration   9: 190,397 ns/op
# Warmup Iteration  10: 190,885 ns/op
# Warmup Iteration  11: 190,583 ns/op
# Warmup Iteration  12: 191,547 ns/op
# Warmup Iteration  13: 190,424 ns/op
# Warmup Iteration  14: 191,010 ns/op
# Warmup Iteration  15: 190,826 ns/op
Iteration   1: 190,558 ns/op
Iteration   2: 190,423 ns/op
Iteration   3: 191,029 ns/op
Iteration   4: 190,416 ns/op
Iteration   5: 191,034 ns/op
Iteration   6: 191,842 ns/op
Iteration   7: 190,330 ns/op
Iteration   8: 190,651 ns/op
Iteration   9: 191,069 ns/op
Iteration  10: 191,309 ns/op
Iteration  11: 190,966 ns/op
Iteration  12: 191,096 ns/op
Iteration  13: 190,809 ns/op
Iteration  14: 191,765 ns/op
Iteration  15: 190,650 ns/op
Iteration  16: 191,091 ns/op
Iteration  17: 190,710 ns/op
Iteration  18: 196,661 ns/op
Iteration  19: 190,707 ns/op
Iteration  20: 192,080 ns/op
Iteration  21: 190,045 ns/op
Iteration  22: 190,839 ns/op
Iteration  23: 190,758 ns/op
Iteration  24: 191,064 ns/op
Iteration  25: 191,244 ns/op
Iteration  26: 191,360 ns/op
Iteration  27: 190,839 ns/op
Iteration  28: 190,324 ns/op
Iteration  29: 191,652 ns/op
Iteration  30: 190,120 ns/op
Iteration  31: 190,750 ns/op
Iteration  32: 190,331 ns/op
Iteration  33: 191,677 ns/op
Iteration  34: 190,932 ns/op
Iteration  35: 190,964 ns/op
Iteration  36: 190,477 ns/op
Iteration  37: 190,618 ns/op
Iteration  38: 190,881 ns/op
Iteration  39: 191,015 ns/op
Iteration  40: 189,840 ns/op


Result "benchmark.PasswordUtilityBenchmark.testHashPassword":
  190,461 ±(99.9%) 0,371 ns/op [Average]
  (min, avg, max) = (189,111, 190,461, 196,661), stdev = 0,969
  CI (99.9%): [190,091, 190,832] (assumes normal distribution)


# JMH version: 1.37
# VM version: JDK 17.0.12, Java HotSpot(TM) 64-Bit Server VM, 17.0.12+8-LTS-286
# VM invoker: C:\Program Files\Java\jdk-17\bin\java.exe
# VM options: -ea -Dfile.encoding=UTF-8 -XX:+ShowCodeDetailsInExceptionMessages
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 15 iterations, 1 s each
# Measurement: 40 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: benchmark.PasswordUtilityBenchmark.testHashPassword
# Parameters: (passwordToTest = UnaPasswordMoltoLungaPerVedereSeCambiaQualcosaNelTempoDiHashing)

# Run progress: 45,42% complete, ETA 00:01:51
# Fork: 1 of 2
# Warmup Iteration   1: 239,006 ns/op
# Warmup Iteration   2: 216,873 ns/op
# Warmup Iteration   3: 217,242 ns/op
# Warmup Iteration   4: 216,931 ns/op
# Warmup Iteration   5: 215,845 ns/op
# Warmup Iteration   6: 217,154 ns/op
# Warmup Iteration   7: 216,339 ns/op
# Warmup Iteration   8: 216,127 ns/op
# Warmup Iteration   9: 216,523 ns/op
# Warmup Iteration  10: 215,938 ns/op
# Warmup Iteration  11: 215,699 ns/op
# Warmup Iteration  12: 217,090 ns/op
# Warmup Iteration  13: 216,782 ns/op
# Warmup Iteration  14: 216,131 ns/op
# Warmup Iteration  15: 217,269 ns/op
Iteration   1: 215,752 ns/op
Iteration   2: 217,358 ns/op
Iteration   3: 215,779 ns/op
Iteration   4: 216,556 ns/op
Iteration   5: 216,638 ns/op
Iteration   6: 217,107 ns/op
Iteration   7: 216,145 ns/op
Iteration   8: 215,504 ns/op
Iteration   9: 215,627 ns/op
Iteration  10: 216,099 ns/op
Iteration  11: 216,330 ns/op
Iteration  12: 216,595 ns/op
Iteration  13: 215,680 ns/op
Iteration  14: 216,546 ns/op
Iteration  15: 216,148 ns/op
Iteration  16: 216,659 ns/op
Iteration  17: 215,842 ns/op
Iteration  18: 216,343 ns/op
Iteration  19: 216,126 ns/op
Iteration  20: 217,928 ns/op
Iteration  21: 215,739 ns/op
Iteration  22: 215,952 ns/op
Iteration  23: 216,035 ns/op
Iteration  24: 216,574 ns/op
Iteration  25: 216,918 ns/op
Iteration  26: 217,294 ns/op
Iteration  27: 216,713 ns/op
Iteration  28: 216,733 ns/op
Iteration  29: 215,560 ns/op
Iteration  30: 215,742 ns/op
Iteration  31: 217,017 ns/op
Iteration  32: 216,701 ns/op
Iteration  33: 217,126 ns/op
Iteration  34: 216,287 ns/op
Iteration  35: 216,621 ns/op
Iteration  36: 217,073 ns/op
Iteration  37: 215,704 ns/op
Iteration  38: 215,229 ns/op
Iteration  39: 216,723 ns/op
Iteration  40: 215,355 ns/op

# Run progress: 68,13% complete, ETA 00:00:55
# Fork: 2 of 2
# Warmup Iteration   1: 258,617 ns/op
# Warmup Iteration   2: 218,072 ns/op
# Warmup Iteration   3: 216,089 ns/op
# Warmup Iteration   4: 217,631 ns/op
# Warmup Iteration   5: 216,168 ns/op
# Warmup Iteration   6: 217,818 ns/op
# Warmup Iteration   7: 216,704 ns/op
# Warmup Iteration   8: 216,245 ns/op
# Warmup Iteration   9: 216,710 ns/op
# Warmup Iteration  10: 216,565 ns/op
# Warmup Iteration  11: 216,981 ns/op
# Warmup Iteration  12: 216,944 ns/op
# Warmup Iteration  13: 216,626 ns/op
# Warmup Iteration  14: 217,161 ns/op
# Warmup Iteration  15: 216,712 ns/op
Iteration   1: 216,991 ns/op
Iteration   2: 216,074 ns/op
Iteration   3: 217,255 ns/op
Iteration   4: 216,685 ns/op
Iteration   5: 216,700 ns/op
Iteration   6: 216,131 ns/op
Iteration   7: 216,065 ns/op
Iteration   8: 216,109 ns/op
Iteration   9: 216,843 ns/op
Iteration  10: 217,320 ns/op
Iteration  11: 216,280 ns/op
Iteration  12: 216,453 ns/op
Iteration  13: 216,050 ns/op
Iteration  14: 216,993 ns/op
Iteration  15: 216,835 ns/op
Iteration  16: 216,131 ns/op
Iteration  17: 216,986 ns/op
Iteration  18: 217,259 ns/op
Iteration  19: 217,572 ns/op
Iteration  20: 218,225 ns/op
Iteration  21: 217,996 ns/op
Iteration  22: 217,622 ns/op
Iteration  23: 216,625 ns/op
Iteration  24: 216,646 ns/op
Iteration  25: 215,907 ns/op
Iteration  26: 216,975 ns/op
Iteration  27: 216,140 ns/op
Iteration  28: 216,256 ns/op
Iteration  29: 216,890 ns/op
Iteration  30: 216,687 ns/op
Iteration  31: 216,030 ns/op
Iteration  32: 215,265 ns/op
Iteration  33: 217,114 ns/op
Iteration  34: 217,053 ns/op
Iteration  35: 216,935 ns/op
Iteration  36: 217,289 ns/op
Iteration  37: 216,748 ns/op
Iteration  38: 216,825 ns/op
Iteration  39: 217,124 ns/op
Iteration  40: 216,333 ns/op


Result "benchmark.PasswordUtilityBenchmark.testHashPassword":
  216,541 ±(99.9%) 0,243 ns/op [Average]
  (min, avg, max) = (215,229, 216,541, 218,225), stdev = 0,638
  CI (99.9%): [216,297, 216,784] (assumes normal distribution)


# Run complete. Total time: 00:03:43

REMEMBER: The numbers below are just data. To gain reusable insights, you need to follow up on
why the numbers are the way they are. Use profilers (see -prof, -lprof), design factorial
experiments, perform baseline and negative tests that provide experimental control, make sure
the benchmarking environment is safe on JVM/OS/HW level, ask for reviews from the domain experts.
Do not assume the numbers tell you what you want them to tell.

NOTE: Current JVM experimentally supports Compiler Blackholes, and they are in use. Please exercise
extra caution when trusting the results, look into the generated code to check the benchmark still
works, and factor in a small probability of new VM bugs. Additionally, while comparisons between
different JVMs are already problematic, the performance difference caused by different Blackhole
modes can be very significant. Please make sure you use the consistent Blackhole mode for comparisons.

Benchmark                                                                                 (passwordToTest)  Mode  Cnt    Score   Error  Units
PasswordUtilityBenchmark.testHashPassword                                                           123456  avgt   80  190,461 ± 0,371  ns/op
PasswordUtilityBenchmark.testHashPassword  UnaPasswordMoltoLungaPerVedereSeCambiaQualcosaNelTempoDiHashing  avgt   80  216,541 ± 0,243  ns/op
